CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19039411,ASSAULT/BATTERY MISD.,ASSAULT,2100 MILVIA ST,2019-07-19 17:47:00,37.870603,-122.270612,Friday
19055582,FRAUD/FORGERY,FRAUD,2519 RIDGE,2019-09-27 11:00:00,37.87612,-122.259734,Friday
19043288,SEXUAL ASSAULT FEL.,SEX CRIME,0 UNKNOWN,2019-08-02 12:00:00,,,Friday
19091435,THEFT MISD. (UNDER $950),LARCENY,2300 DWIGHT WY,2019-07-19 16:00:00,37.864535,-122.262993,Friday
19070522,DOMESTIC VIOLENCE,FAMILY OFFENSE,1000 ADDISON ST,2019-12-13 10:29:00,37.867383,-122.293938,Friday
19040863,THEFT MISD. (UNDER $950),LARCENY,1100 DELAWARE ST,2019-07-26 13:48:00,37.871689,-122.292898,Friday
19092664,BURGLARY AUTO,BURGLARY - VEHICLE,MILVIA ST,2019-11-29 16:45:00,,,Friday
19037974,IDENTITY THEFT,FRAUD,1800 BERKELEY WY,2019-07-12 20:00:00,37.872166,-122.275372,Friday
19049343,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HEARST AV & CHESTNUT ST,2019-08-30 18:00:00,,,Friday
19092534,IDENTITY THEFT,FRAUD,2900 COLLEGE AV,2019-11-15 12:30:00,37.858356,-122.253179,Friday
19054817,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,5TH STREET & VIRGINIA ST,2019-09-27 23:29:00,37.872084,-122.300218,Friday
19044005,GUN/WEAPON,WEAPONS OFFENSE,REGENT STREET & DWIGHT WY,2019-08-09 22:40:00,37.865202,-122.257795,Friday
19042412,NARCOTICS,DRUG VIOLATION,DWIGHT WY & 9TH ST,2019-08-02 20:19:00,37.860641,-122.291827,Friday
19067923,BURGLARY AUTO,BURGLARY - VEHICLE,2700 TELEGRAPH AV,2019-11-29 23:35:00,37.861387,-122.259001,Friday
19091543,THEFT FELONY (OVER $950),LARCENY,2900 BENVENUE AV,2019-08-02 11:15:00,37.858156,-122.254397,Friday
19045431,DOMESTIC VIOLENCE,FAMILY OFFENSE,3200 SACRAMENTO ST,2019-08-16 11:55:00,37.849431,-122.278174,Friday
19065170,VANDALISM,VANDALISM,ADDISON STREET & 4TH ST,2019-11-15 05:30:00,37.866253,-122.299483,Friday
19057886,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 CAMELIA ST,2019-10-11 20:00:00,37.878747,-122.29519,Friday
19067838,ASSAULT/BATTERY FEL.,ASSAULT,2100 SHATTUCK AV,2019-11-29 17:22:00,37.871167,-122.268285,Friday
19092815,THEFT MISD. (UNDER $950),LARCENY,2400 TELEGRAPH AV,2019-12-13 12:00:00,37.866761,-122.258779,Friday
19065101,BURGLARY AUTO,BURGLARY - VEHICLE,1800 SAN PABLO AV,2019-11-15 17:15:00,37.871369,-122.292954,Friday
19092595,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AV,2019-11-15 22:25:00,37.869067,-122.292043,Friday
19057732,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AV & ELLSWORTH ST,2019-10-11 01:15:00,37.867221,-122.263531,Friday
19051642,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 EUNICE ST,2019-09-13 13:30:00,37.886511,-122.26318,Friday
19053052,DISTURBANCE,DISORDERLY CONDUCT,1400 DERBY ST,2019-09-20 09:58:00,37.858448,-122.282308,Friday
19035192,DISTURBANCE,DISORDERLY CONDUCT,1000 ADDISON ST,2019-06-28 11:07:00,37.867383,-122.293938,Friday
19069162,ROBBERY,ROBBERY,2000 WOOLSEY ST,2019-12-06 13:00:00,37.852174,-122.267824,Friday
19045432,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 EUCLID AVE,2019-08-16 12:14:00,37.881098,-122.261415,Friday
19063556,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AV,2019-11-08 08:17:00,37.873687,-122.268616,Friday
19039420,THEFT MISD. (UNDER $950),LARCENY,1900 MARTIN LUTHER KING JR WY,2019-07-19 02:00:00,37.873085,-122.273187,Friday
19091287,BURGLARY AUTO,BURGLARY - VEHICLE,2300 TELEGRAPH AV,2019-06-28 16:25:00,37.868714,-122.259189,Friday
19065594,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 9TH ST,2019-11-15 16:30:00,37.853638,-122.289588,Friday
19046485,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1800 WOOLSEY ST,2019-08-16 13:00:00,37.851324,-122.272873,Friday
19067880,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 SAN DIEGO RD,2019-11-29 20:30:00,37.894692,-122.272265,Friday
19047128,ASSAULT/BATTERY FEL.,ASSAULT,2100 GRANT ST,2019-08-23 22:25:00,37.870243,-122.275149,Friday
19045075,VANDALISM,VANDALISM,2700 PRINCE ST,2019-08-09 00:01:00,37.85489,-122.252564,Friday
19069197,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 GRIZZLY PEAK BLVD,2019-12-06 00:00:00,37.896956,-122.261613,Friday
19039551,BRANDISHING,WEAPONS OFFENSE,KING STREET & TYLER ST,2019-07-19 16:30:00,37.852998,-122.274145,Friday
19091554,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AV,2019-08-02 11:45:00,37.867513,-122.26127,Friday
19092175,VANDALISM,VANDALISM,1300 UNIVERSITY AV,2019-09-27 17:00:00,37.869764,-122.28655,Friday
19060654,ASSAULT/BATTERY FEL.,ASSAULT,2400 SHATTUCK AV,2019-10-25 12:30:00,37.865772,-122.267643,Friday
19040792,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3300 CLAREMONT AV,2019-07-26 13:21:00,37.851556,-122.250561,Friday
19054768,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-09-27 18:15:00,37.863611,-122.317566,Friday
19092553,BURGLARY AUTO,BURGLARY - VEHICLE,OXFORD STREET & CENTER ST,2019-11-15 18:00:00,37.870583,-122.265956,Friday
19037921,ASSAULT/BATTERY MISD.,ASSAULT,2100 ALLSTON WY,2019-07-12 17:10:00,37.86939,-122.267883,Friday
19070023,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1100 EUCLID AVE,2019-12-06 20:00:00,37.889399,-122.262594,Friday
19092544,VANDALISM,VANDALISM,2000 MC GEE AV,2019-11-15 19:00:00,37.870924,-122.277518,Friday
19092350,VANDALISM,VANDALISM,"37.8655260000000000, -122.2595230000000000",2019-10-25 23:30:00,,,Friday
19036664,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 62ND ST,2019-07-05 21:00:00,37.846404,-122.275263,Friday
19049377,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 HILGARD AV,2019-08-30 16:30:00,37.878373,-122.262902,Friday
19056412,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 SPRUCE ST,2019-09-27 18:00:00,37.886086,-122.266573,Friday
19092654,IDENTITY THEFT,FRAUD,1900 CHESTNUT ST,2019-11-22 03:08:00,37.870972,-122.288185,Friday
19092708,THEFT MISD. (UNDER $950),LARCENY,2800 PARK ST,2019-12-06 18:59:00,37.8559,-122.283101,Friday
19039536,BURGLARY AUTO,BURGLARY - VEHICLE,2700 BENVENUE AV,2019-07-19 18:30:00,37.861591,-122.254736,Friday
19067772,DISTURBANCE,DISORDERLY CONDUCT,BERKELEY WY & SHATTUCK AV,2019-11-29 09:25:00,37.872989,-122.268532,Friday
19043893,ROBBERY,ROBBERY,2500 GRANT ST,2019-08-09 12:55:00,37.862938,-122.274352,Friday
19092335,THEFT MISD. (UNDER $950),LARCENY,2700 HILLEGASS AV,2019-10-04 12:15:00,37.860766,-122.255895,Friday
19053134,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1291 QUEENS,2019-09-20 00:00:00,37.885938,-122.253481,Friday
19062431,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1800 SAN PABLO AV,2019-11-01 21:30:00,37.871369,-122.292954,Friday
19063594,THEFT MISD. (UNDER $950),LARCENY,UNIVERSITY AV & GRANT ST,2019-11-08 13:16:00,37.871318,-122.275278,Friday
19063622,NARCOTICS,DRUG VIOLATION,200 SHATTUCK SQ,2019-11-08 15:17:00,,,Friday
19092602,THEFT MISD. (UNDER $950),LARCENY,2500 DURANT AV,2019-11-15 10:36:00,37.867852,-122.258699,Friday
19036617,ROBBERY,ROBBERY,1300 ADDISON ST,2019-07-05 11:29:00,37.868913,-122.28608,Friday
19039448,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 ROOSEVELT AV,2019-07-19 15:00:00,37.868194,-122.276063,Friday
19092344,BURGLARY AUTO,BURGLARY - VEHICLE,4TH STREET & VIRGINIA ST,2019-10-25 23:00:00,37.871883,-122.301255,Friday
19039464,ASSAULT/BATTERY MISD.,ASSAULT,2900 SAN PABLO AV,2019-07-19 21:33:00,37.853576,-122.287202,Friday
19070606,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,2019-12-13 17:00:00,37.88014,-122.297498,Friday
19091394,THEFT MISD. (UNDER $950),LARCENY,1200 ASHBY AV,2019-07-12 12:05:00,37.852211,-122.286336,Friday
19066469,ROBBERY,ROBBERY,1700 LINCOLN ST,2019-11-22 13:30:00,37.876333,-122.278118,Friday
19053330,VANDALISM,VANDALISM,1320 GRIZZLY PEAK,2019-09-20 00:00:00,37.886569,-122.250789,Friday
19054784,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3100 ADELINE ST,2019-09-27 21:00:00,37.852304,-122.270045,Friday
19047139,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AV & COLLEGE AV,2019-08-23 19:00:00,37.868352,-122.254459,Friday
19051637,ASSAULT/BATTERY MISD.,ASSAULT,2900 ADELINE ST,2019-09-13 16:09:00,37.856121,-122.26876,Friday
19066670,THEFT MISD. (UNDER $950),LARCENY,2400 PIEDMONT AV,2019-11-22 22:00:00,37.867513,-122.25195,Friday
19091293,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 DWIGHT WY,2019-06-28 11:00:00,37.864826,-122.260719,Friday
19057640,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AV & UNIVERSITY AV,2019-10-11 07:52:00,37.872185,-122.268407,Friday
19051620,ASSAULT/BATTERY FEL.,ASSAULT,1800 EASTSHORE HWY,2019-09-13 15:55:00,37.868923,-122.303994,Friday
19056101,ASSAULT/BATTERY MISD.,ASSAULT,2400 TELEGRAPH AV,2019-10-04 00:45:00,37.866761,-122.258779,Friday
19067795,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 BERKELEY WY,2019-11-29 12:01:00,37.870592,-122.286613,Friday
19067575,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,600 CEDAR ST,2019-09-27 17:00:00,37.873079,-122.304672,Friday
19044126,VANDALISM,VANDALISM,2700 SHATTUCK AV,2019-08-09 17:00:00,37.859802,-122.267177,Friday
19039809,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 CAMELIA ST,2019-07-19 19:30:00,37.877393,-122.301918,Friday
19063637,BURGLARY AUTO,BURGLARY - VEHICLE,3100 ADELINE ST,2019-11-08 12:21:00,37.852304,-122.270045,Friday
19092744,BURGLARY AUTO,BURGLARY - VEHICLE,2700 HASTE ST,2019-12-06 21:00:00,37.866568,-122.254084,Friday
19053057,SEXUAL ASSAULT FEL.,SEX CRIME,1700 UNIVERSITY AVE,2019-09-20 00:00:00,37.870948,-122.27733,Friday
19067837,THEFT FELONY (OVER $950),LARCENY,2300 SHATTUCK AV,2019-11-29 17:05:00,37.867176,-122.267802,Friday
19058355,DISTURBANCE,DISORDERLY CONDUCT,1800 HOPKINS ST,2019-10-11 16:59:00,37.88427,-122.276737,Friday
19092123,BURGLARY AUTO,BURGLARY - VEHICLE,2200 VINE ST,2019-10-04 19:30:00,37.880734,-122.265359,Friday
19043905,DOMESTIC VIOLENCE,FAMILY OFFENSE,5TH STREET & DWIGHT WY,2019-08-09 14:11:00,37.859767,-122.296263,Friday
19092318,IDENTITY THEFT,FRAUD,2500 PIEDMONT AV,2019-09-27 08:00:00,37.865868,-122.251595,Friday
19041467,THEFT MISD. (UNDER $950),LARCENY,2100 SEVENTH ST,2019-07-26 12:00:00,37.866936,-122.296218,Friday
19092613,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SAN PABLO AV,2019-11-22 21:00:00,37.87325,-122.293558,Friday
19065131,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 UNIVERSITY AV,2019-11-15 22:20:00,37.870948,-122.27733,Friday
19050031,NARCOTICS,DRUG VIOLATION,2000 STUART ST,2019-09-06 14:49:00,37.858214,-122.269252,Friday
19053318,THEFT MISD. (UNDER $950),LARCENY,1200 CURTIS ST,2019-09-20 18:00:00,37.882957,-122.289458,Friday
19065288,DISTURBANCE,DISORDERLY CONDUCT,1400 ALLSTON WAY,2019-11-15 17:00:00,37.867117,-122.283641,Friday
19069140,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 SHATTUCK AV,2019-12-06 11:30:00,37.871167,-122.268285,Friday
19091514,BURGLARY AUTO,BURGLARY - VEHICLE,1100 VIRGINIA ST,2019-07-19 10:25:00,37.873455,-122.293465,Friday
19042370,THEFT MISD. (UNDER $950),LARCENY,1700 FOURTH ST,2019-08-02 16:45:00,37.871883,-122.301255,Friday
19040851,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2800 COLLEGE AV,2019-07-26 19:01:00,37.859988,-122.253339,Friday
19065021,THEFT MISD. (UNDER $950),LARCENY,MILVIA STREET & ADDISON ST,2019-11-15 14:03:00,37.870867,-122.270635,Friday
19066555,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-11-22 20:31:00,37.880228,-122.295798,Friday
19061275,VANDALISM,VANDALISM,2300 ROOSEVELT AV,2019-10-25 06:31:00,37.866534,-122.275897,Friday
19091831,THEFT FELONY (OVER $950),LARCENY,2200 ROSE ST,2019-09-06 23:00:00,37.882353,-122.267136,Friday
19065230,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,2019-11-15 18:55:00,37.869888,-122.300618,Friday
19071138,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 PARK ST,2019-12-13 16:00:00,37.8559,-122.283101,Friday
19092221,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SHATTUCK AV,2019-10-04 19:30:00,37.876307,-122.268923,Friday
19045495,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AV,2019-08-16 17:50:00,37.869363,-122.268028,Friday
19092342,BURGLARY AUTO,BURGLARY - VEHICLE,1800 UNIVERSITY AV,2019-10-25 21:10:00,37.871246,-122.274991,Friday
19059246,NARCOTICS,DRUG VIOLATION,2100 KITTREDGE ST,2019-10-18 20:05:00,37.868512,-122.26781,Friday
19051507,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AV,2019-09-13 08:17:00,37.871167,-122.268285,Friday
19063500,SEXUAL ASSAULT FEL.,SEX CRIME,2300 FULTON ST,2019-11-01 00:30:00,37.867822,-122.266003,Friday
19091887,THEFT FELONY (OVER $950),LARCENY,1700 WALNUT ST,2019-09-06 18:15:00,37.876595,-122.267789,Friday
19062286,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE &WEST FRONTAGE RD,2019-11-01 21:02:00,,,Friday
19054699,DISTURBANCE,DISORDERLY CONDUCT,2900 9TH ST,2019-09-27 13:15:00,37.853638,-122.289588,Friday
19042510,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 KAINS AVE,2019-08-02 20:00:00,37.882457,-122.295464,Friday
19062112,ASSAULT/BATTERY FEL.,ASSAULT,ASHBY AV & MARTIN LUTHER KING JR WY,2019-11-01 00:00:00,37.854265,-122.271133,Friday
19062124,THEFT MISD. (UNDER $950),LARCENY,3200 ADELINE ST,2019-11-01 07:47:00,37.850385,-122.270897,Friday
19048731,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1700 SAN PABLO AV,2019-08-30 23:33:00,37.87325,-122.293558,Friday
19043853,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BL,2019-08-09 08:40:00,37.868667,-122.313656,Friday
19051908,THEFT MISD. (UNDER $950),LARCENY,2700 PRINCE ST,2019-09-06 06:20:00,37.85489,-122.252564,Friday
19045837,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 KAINS AV,2019-08-16 17:00:00,37.875132,-122.293103,Friday
19037896,THEFT MISD. (UNDER $950),LARCENY,1200 SAN PABLO AV,2019-07-12 13:44:00,37.882033,-122.296381,Friday
19091609,BURGLARY AUTO,BURGLARY - VEHICLE,1600 LA VEREDA RD,2019-07-26 08:00:00,37.879995,-122.256714,Friday
19069227,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 OREGON ST,2019-12-06 19:47:00,37.857377,-122.268709,Friday
19057807,BURGLARY AUTO,BURGLARY - VEHICLE,1000 CAMELIA ST,2019-10-11 21:10:00,37.878378,-122.297029,Friday
19040714,BURGLARY AUTO,BURGLARY - VEHICLE,2100 ADDISON ST,2019-07-26 03:09:00,37.871323,-122.267222,Friday
19066535,ROBBERY,ROBBERY,2500 TELEGRAPH AV,2019-11-22 18:55:00,37.864827,-122.258577,Friday
19091986,BURGLARY AUTO,BURGLARY - VEHICLE,2200 DURANT AV,2019-09-20 21:45:00,37.866969,-122.26553,Friday
19063535,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1800 TACOMA AVE,2019-11-08 04:57:00,37.893213,-122.280436,Friday
19045459,DOMESTIC VIOLENCE,FAMILY OFFENSE,FRONTAGE &UNIVERSITY AVE,2019-08-16 14:40:00,,,Friday
19048693,BURGLARY AUTO,BURGLARY - VEHICLE,1500 UNIVERSITY AV,2019-08-30 20:42:00,37.870396,-122.281585,Friday
19091739,BURGLARY AUTO,BURGLARY - VEHICLE,2400 SHATTUCK AV,2019-08-23 13:00:00,37.865772,-122.267643,Friday
19054598,ROBBERY,ROBBERY,2600 DWIGHT WAY,2019-09-27 23:30:00,37.86542,-122.25618,Friday
19056268,BURGLARY AUTO,BURGLARY - VEHICLE,2300 WEBSTER ST,2019-10-04 20:30:00,37.854857,-122.262314,Friday
19092499,BURGLARY AUTO,BURGLARY - VEHICLE,600 SANTA BARBARA RD,2019-11-08 23:15:00,37.899668,-122.27375,Friday
19092403,IDENTITY THEFT,FRAUD,2000 ASHBY AV,2019-11-01 12:55:00,37.85491,-122.268666,Friday
19092485,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2400 SEVENTH ST,2019-11-01 00:01:00,37.861944,-122.294607,Friday
19091550,BURGLARY AUTO,BURGLARY - VEHICLE,2300 TELEGRAPH AV,2019-08-02 10:30:00,37.868714,-122.259189,Friday
19092528,VANDALISM,VANDALISM,2200 CHANNING WY,2019-11-15 11:30:00,37.866037,-122.265618,Friday
19091432,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CENTER ST,2019-07-19 21:30:00,37.869685,-122.272804,Friday
19065051,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1800 ARCH ST,2019-11-15 10:45:00,37.875984,-122.264127,Friday
19062315,ROBBERY,ROBBERY,1300 DWIGHT WAY,2019-11-01 23:40:00,37.861627,-122.285466,Friday
19050079,NARCOTICS,DRUG VIOLATION,CEDAR STREET & SACRAMENTO ST,2019-09-06 18:40:00,37.876685,-122.282581,Friday
19041475,THEFT FELONY (OVER $950),LARCENY,SHATTUCK AV & EUNICE ST,2019-07-26 18:00:00,37.885653,-122.269953,Friday
19092118,THEFT MISD. (UNDER $950),LARCENY,1600 HARMON ST,2019-10-04 13:40:00,37.849099,-122.275932,Friday
19091614,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SAN PABLO AV,2019-08-09 19:30:00,37.864385,-122.290697,Friday
19091551,BURGLARY AUTO,BURGLARY - VEHICLE,2000 EIGHTH ST,2019-08-02 21:30:00,37.868366,-122.295508,Friday
19091562,VANDALISM,VANDALISM,2500 HILGARD AVE,2019-08-02 02:00:00,37.878629,-122.260883,Friday
19038502,DOMESTIC VIOLENCE,FAMILY OFFENSE,3000 TELEGRAPH AV,2019-07-12 15:40:00,37.855435,-122.259841,Friday
19054677,DISTURBANCE,DISORDERLY CONDUCT,3000 TELEGRAPH AVE,2019-09-27 13:50:00,37.855435,-122.259841,Friday
19069268,NARCOTICS,DRUG VIOLATION,6TH STREET & ADDISON ST,2019-12-06 23:41:00,37.866698,-122.297261,Friday
19071079,DISTURBANCE,DISORDERLY CONDUCT,UNIVERSITY AV & 9TH ST,2019-12-13 06:00:00,37.868591,-122.294393,Friday
19092362,BURGLARY AUTO,BURGLARY - VEHICLE,6TH STREET & CAMELIA ST,2019-10-25 20:00:00,37.877623,-122.30078,Friday
19067835,DISTURBANCE,DISORDERLY CONDUCT,800 CHANNING WAY,2019-11-29 16:37:00,37.861553,-122.296599,Friday
19048754,VANDALISM,VANDALISM,600 ARLINGTON AVE,2019-08-30 17:30:00,37.899107,-122.277273,Friday
19070546,ARSON,ARSON,2100 KITTREDGE ST,2019-12-13 06:25:00,37.868512,-122.26781,Friday
19043862,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1600 SHATTUCK AV,2019-08-09 09:36:00,37.878113,-122.269114,Friday
19042316,BURGLARY AUTO,BURGLARY - VEHICLE,1200 COLUSA AVE,2019-07-26 17:00:00,37.884097,-122.279301,Friday
19091937,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,2019-09-13 20:30:00,37.879968,-122.296885,Friday
19092195,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,2019-10-11 20:15:00,37.879968,-122.296885,Friday
19092598,BURGLARY AUTO,BURGLARY - VEHICLE,100 HOPKINS CT,2019-11-22 08:30:00,,,Friday
19053106,DISTURBANCE,DISORDERLY CONDUCT,1000 ADDISON ST,2019-09-20 10:30:00,37.867383,-122.293938,Friday
19091592,THEFT MISD. (UNDER $950),LARCENY,1000 ADDISON ST,2019-07-26 16:55:00,37.867383,-122.293938,Friday
19092622,BURGLARY AUTO,BURGLARY - VEHICLE,2800 WOOLSEY ST,2019-11-22 23:00:00,37.854102,-122.251059,Friday
19035244,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,2019-06-28 15:45:00,37.88014,-122.297498,Friday
19069282,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2900 DEAKIN ST,2019-12-06 08:00:00,37.857254,-122.262649,Friday
19060608,BURGLARY AUTO,BURGLARY - VEHICLE,UNIVERSITY AV & 5TH ST,2019-10-25 07:42:00,37.867639,-122.298782,Friday
19070639,VANDALISM,VANDALISM,2300 ELLSWORTH ST,2019-12-13 19:30:00,37.867972,-122.263699,Friday
19092183,BURGLARY AUTO,BURGLARY - VEHICLE,,2019-10-11 05:45:00,,,Friday
19091999,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-09-20 16:20:00,37.863611,-122.317566,Friday
19047474,DISTURBANCE,DISORDERLY CONDUCT,1300 SACRAMENTO ST,2019-08-16 17:25:00,37.880652,-122.283181,Friday
19044075,BURGLARY AUTO,BURGLARY - VEHICLE,2400 PROSPECT ST,2019-08-09 20:00:00,37.867717,-122.249901,Friday
19063695,DISTURBANCE,DISORDERLY CONDUCT,1300 KAINS AVE,2019-11-08 21:31:00,37.88052,-122.294842,Friday
19039481,DISTURBANCE,DISORDERLY CONDUCT,1400 TENTH ST,2019-07-19 23:16:00,37.878372,-122.296373,Friday
19091931,IDENTITY THEFT,FRAUD,1300 DWIGHT WY,2019-09-13 14:00:00,37.861627,-122.285466,Friday
19039276,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AV &65TH ST,2019-07-19 01:41:00,,,Friday
19056744,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,500 VISTAMONT AVE,2019-10-04 22:00:00,37.903252,-122.267456,Friday
19039487,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AV & SAN PABLO AV,2019-07-19 00:15:00,37.869041,-122.292204,Friday
19035169,VANDALISM,VANDALISM,1800 BERKELEY WY,2019-06-28 06:32:00,37.872166,-122.275372,Friday
19045480,THEFT FROM PERSON,LARCENY,2000 NINTH ST,2019-08-16 01:30:00,37.868591,-122.294393,Friday
19060742,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 SHATTUCK AV,2019-10-25 02:15:00,37.876307,-122.268923,Friday
19050457,ASSAULT/BATTERY FEL.,ASSAULT,2500 WARRING ST,2019-09-06 22:00:00,37.865945,-122.250471,Friday
19066463,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AV,2019-11-22 13:19:00,37.873687,-122.268616,Friday
19037269,DOMESTIC VIOLENCE,FAMILY OFFENSE,2600 VIRGINIA ST,2019-07-05 17:00:00,37.878056,-122.258553,Friday
19056217,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 CAPISTRANO AVE,2019-10-04 16:36:00,37.892642,-122.283135,Friday
19091670,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BL,2019-08-16 00:00:00,37.868667,-122.313656,Friday
19062314,2ND RESPONSE,NOISE VIOLATION,2400 WARRING ST,2019-11-01 23:36:00,37.867708,-122.250801,Friday
19067303,FRAUD/FORGERY,FRAUD,1000 SIERRA ST,2019-11-15 06:00:00,37.888679,-122.280432,Friday
19048622,BURGLARY AUTO,BURGLARY - VEHICLE,1100 6TH ST,2019-08-30 10:30:00,37.882217,-122.302226,Friday
19092372,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AV,2019-10-25 13:00:00,37.867176,-122.267802,Friday
19043908,BURGLARY AUTO,BURGLARY - VEHICLE,1300 10TH ST,2019-08-09 14:15:00,37.879968,-122.296885,Friday
19065504,VEHICLE STOLEN,MOTOR VEHICLE THEFT,DWIGHT WY & MILVIA ST,2019-11-15 17:30:00,37.863652,-122.269843,Friday
19092201,THEFT FELONY (OVER $950),LARCENY,200 UNIVERSITY AV,2019-10-11 10:30:00,37.865511,-122.309967,Friday
19070739,THEFT MISD. (UNDER $950),LARCENY,1600 ACTON ST,2019-12-13 17:00:00,37.876339,-122.285012,Friday
19092067,THEFT MISD. (UNDER $950),LARCENY,2400 MCKINLEY AV,2019-09-27 16:30:00,37.864925,-122.273436,Friday
19056298,GUN/WEAPON,WEAPONS OFFENSE,7TH STREET & PARKER ST,2019-10-04 23:43:00,37.858431,-122.293497,Friday
19042274,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,100 SEAWALL DR,2019-08-02 06:30:00,37.863611,-122.317566,Friday
19047850,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3000 HILLEGASS AV,2019-08-23 00:00:00,37.855651,-122.255006,Friday
19091612,BURGLARY AUTO,BURGLARY - VEHICLE,2000 SAN PABLO AV,2019-08-09 21:30:00,37.868815,-122.292131,Friday
19091376,BURGLARY AUTO,BURGLARY - VEHICLE,1200 SIXTH ST,2019-07-12 18:00:00,37.881142,-122.30191,Friday
19045477,THEFT FELONY (OVER $950),LARCENY,1900 ASHBY AV,2019-08-16 16:20:00,37.854286,-122.271015,Friday
19092566,THEFT FELONY (OVER $950),LARCENY,2800 COLLEGE AV,2019-11-15 18:00:00,37.859988,-122.253339,Friday
19042447,BURGLARY AUTO,BURGLARY - VEHICLE,GOLDEN GATE FIELDS &GILMAN ST,2019-08-02 21:45:00,,,Friday
19091939,BURGLARY AUTO,BURGLARY - VEHICLE,900 CAMELIA ST,2019-09-13 14:45:00,37.877891,-122.299419,Friday
