CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19092054,BURGLARY AUTO,BURGLARY - VEHICLE,1317 SAN PABLO AVENUE ST,2019-09-26 21:30:00,37.8801,-122.295622,Thursday
19067691,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,3100 SACRAMENTO ST,2019-11-28 14:20:00,37.851477,-122.278651,Thursday
19092587,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3100 ELLIS ST,2019-11-21 04:45:00,37.852066,-122.272994,Thursday
19092188,BURGLARY AUTO,BURGLARY - VEHICLE,2500 DURANT AV,2019-10-10 22:40:00,37.867852,-122.258699,Thursday
19036463,VANDALISM,VANDALISM,,2019-07-04 18:15:00,,,Thursday
19091680,THEFT MISD. (UNDER $950),LARCENY,1800 SOLANO AV,2019-08-15 20:05:00,37.891332,-122.279975,Thursday
19068988,ROBBERY,ROBBERY,2800 CALIFORNIA ST,2019-12-05 18:05:00,37.857216,-122.277614,Thursday
19061880,ASSAULT/BATTERY FEL.,ASSAULT,10TH STREET & HEINZ AV,2019-10-31 10:05:00,37.854148,-122.288597,Thursday
19063348,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 DURANT AV,2019-11-07 02:16:00,37.868352,-122.254459,Thursday
19091508,IDENTITY THEFT,FRAUD,1400 HARMON ST,2019-07-25 00:00:00,37.848606,-122.279588,Thursday
19043780,DISTURBANCE,DISORDERLY CONDUCT,2400 PIEDMONT AV,2019-08-08 00:00:00,37.867513,-122.25195,Thursday
19048434,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,2019-08-29 16:11:00,37.88014,-122.297498,Thursday
19068896,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AV,2019-12-05 11:40:00,37.871828,-122.270516,Thursday
19061996,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-10-31 17:45:00,37.873687,-122.268616,Thursday
19056121,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3100 KING ST,2019-10-03 23:00:00,37.851928,-122.274017,Thursday
19064884,THEFT FELONY (OVER $950),LARCENY,1000 FOLGER AV,2019-11-14 18:30:00,37.850444,-122.288866,Thursday
19091281,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-06-27 13:30:00,37.863611,-122.317566,Thursday
19070341,NARCOTICS,DRUG VIOLATION,TELEGRAPH AV & DWIGHT WY,2019-12-12 11:33:00,37.865121,-122.258455,Thursday
19091667,BURGLARY AUTO,BURGLARY - VEHICLE,1400 WALNUT ST,2019-08-15 19:35:00,37.882199,-122.268386,Thursday
19043429,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2400 TELEGRAPH AV,2019-08-01 05:32:00,37.866761,-122.258779,Thursday
19064755,DISTURBANCE,DISORDERLY CONDUCT,1600 62ND ST,2019-11-14 08:00:00,37.846404,-122.275263,Thursday
19051613,DOMESTIC VIOLENCE,FAMILY OFFENSE,HEARST AV & EASTSHORE BL,2019-09-12 23:00:00,37.868334,-122.303753,Thursday
19070580,BURGLARY AUTO,BURGLARY - VEHICLE,1100 CRAGMONT AV,2019-12-12 23:59:00,37.890274,-122.260794,Thursday
19070370,DISTURBANCE,DISORDERLY CONDUCT,2400 BANCROFT WY,2019-12-12 13:41:00,37.868447,-122.261268,Thursday
19091349,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 HEARST AV,2019-07-04 20:25:00,37.869535,-122.296988,Thursday
19037756,DISTURBANCE,DISORDERLY CONDUCT,2200 SHATTUCK AV,2019-07-11 20:10:00,37.869363,-122.268028,Thursday
19039167,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2400 SAN PABLO AVE,2019-07-18 13:52:00,37.862512,-122.290094,Thursday
19092103,THEFT FELONY (OVER $950),LARCENY,1700 FRANKLIN ST,2019-10-03 03:20:00,37.874427,-122.285938,Thursday
19050700,THEFT MISD. (UNDER $950),LARCENY,2500 DURANT AV,2019-09-05 08:00:00,37.867852,-122.258699,Thursday
19040781,THEFT FROM AUTO,LARCENY - FROM VEHICLE,DWIGHT WY & FULTON ST,2019-07-25 15:30:00,37.864238,-122.265263,Thursday
19052265,FRAUD/FORGERY,FRAUD,1000 MIDDLEFIELD RD,2019-09-05 00:01:00,37.895296,-122.256591,Thursday
19059047,ROBBERY,ROBBERY,3000 FULTON ST,2019-10-17 22:50:00,37.855684,-122.263491,Thursday
19056456,VEHICLE STOLEN,MOTOR VEHICLE THEFT,ACTON STREET & HEARST AV,2019-10-03 21:00:00,37.871584,-122.284497,Thursday
19091428,BURGLARY AUTO,BURGLARY - VEHICLE,1900 UNIVERSITY AV,2019-07-18 21:25:00,37.871544,-122.272714,Thursday
19067639,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 PARKER ST,2019-11-28 05:00:00,37.862491,-122.2646,Thursday
19092108,BURGLARY AUTO,BURGLARY - VEHICLE,1200 VIRGINIA ST,2019-10-03 17:40:00,37.873941,-122.289764,Thursday
19057496,THEFT FELONY (OVER $950),LARCENY,3000 CLAREMONT AV,2019-10-10 15:35:00,37.855824,-122.247116,Thursday
19092328,BURGLARY AUTO,BURGLARY - VEHICLE,,2019-10-24 02:50:00,,,Thursday
19061949,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AV,2019-10-31 14:50:00,37.873687,-122.268616,Thursday
19043874,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 COLLEGE AV,2019-08-08 18:00:00,37.858356,-122.253179,Thursday
19092253,THEFT FELONY (OVER $950),LARCENY,1200 BURNETT ST,2019-10-17 07:45:00,37.853008,-122.286877,Thursday
19064889,ASSAULT/BATTERY MISD.,ASSAULT,MILVIA STREET &UNIVERSITY AVE,2019-11-14 19:34:00,,,Thursday
19036314,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-07-04 12:17:00,37.868714,-122.259189,Thursday
19091905,IDENTITY THEFT,FRAUD,2000 ASHBY AV,2019-09-05 22:00:00,37.85491,-122.268666,Thursday
19049769,ASSAULT/BATTERY FEL.,ASSAULT,DELAWARE STREET & CALIFORNIA ST,2019-09-05 13:06:00,37.873343,-122.280086,Thursday
19056063,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-10-03 20:10:00,37.873687,-122.268616,Thursday
19092378,VANDALISM,VANDALISM,1700 CALIFORNIA ST,2019-10-03 05:00:00,37.875142,-122.280314,Thursday
19051362,ASSAULT/BATTERY MISD.,ASSAULT,2400 SHATTUCK AV,2019-09-12 14:40:00,37.865772,-122.267643,Thursday
19042230,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CENTER ST,2019-08-01 20:00:00,37.869685,-122.272804,Thursday
19092212,THEFT MISD. (UNDER $950),LARCENY,800 REGAL RD,2019-10-10 10:00:00,37.894836,-122.268516,Thursday
19049721,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-09-05 08:05:00,37.873687,-122.268616,Thursday
19092521,BURGLARY AUTO,BURGLARY - VEHICLE,2700 TELEGRAPH AV,2019-11-14 23:00:00,37.861387,-122.259001,Thursday
19056378,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 ROSE ST,2019-10-03 19:30:00,37.882064,-122.269357,Thursday
19046035,THEFT FROM AUTO,LARCENY - FROM VEHICLE,DWIGHT WY & SHATTUCK AV,2019-08-15 19:00:00,37.863977,-122.267307,Thursday
19035090,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AV,2019-06-27 11:00:00,37.871167,-122.268285,Thursday
19044527,FRAUD/FORGERY,FRAUD,2500 BENVENUE AVE,2019-08-01 00:01:00,37.865535,-122.255235,Thursday
19043742,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,2019-08-08 15:40:00,37.857377,-122.268709,Thursday
19092266,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SOLANO AV,2019-10-17 18:30:00,37.891454,-122.277124,Thursday
19037647,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1300 SAN PABLO AV,2019-07-11 03:27:00,37.880228,-122.295798,Thursday
19063571,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 CRAGMONT AVE,2019-11-07 17:30:00,37.890274,-122.260794,Thursday
19066283,ROBBERY,ROBBERY,900 VIRGINIA ST,2019-11-21 14:39:00,37.872545,-122.298043,Thursday
19039223,SEXUAL ASSAULT MISD.,SEX CRIME,2400 CHANNING WY,2019-07-18 08:50:00,37.866622,-122.26108,Thursday
19091925,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AV,2019-09-12 09:00:00,37.867513,-122.26127,Thursday
19048149,FRAUD/FORGERY,FRAUD,2500 ETNA ST,2019-08-22 12:00:00,37.865797,-122.252741,Thursday
19058928,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-10-17 00:30:00,37.865511,-122.309967,Thursday
19055952,BURGLARY AUTO,BURGLARY - VEHICLE,1399 UNIVERSITY AVE,2019-10-03 10:12:00,37.870121,-122.284626,Thursday
19091285,BURGLARY AUTO,BURGLARY - VEHICLE,2000 CENTER ST,2019-06-27 21:15:00,37.869973,-122.270557,Thursday
19063497,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AV,2019-11-07 20:00:00,37.871167,-122.268285,Thursday
19063396,SEXUAL ASSAULT MISD.,SEX CRIME,2000 UNIVERSITY AV,2019-11-07 12:43:00,37.871828,-122.270516,Thursday
19040856,THEFT MISD. (UNDER $950),LARCENY,SHATTUCK AV & CENTER ST,2019-07-25 13:00:00,37.870308,-122.26805,Thursday
19092549,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WY,2019-11-14 18:00:00,37.872691,-122.270741,Thursday
19046816,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-08-22 18:50:00,37.880228,-122.295798,Thursday
19091797,BURGLARY AUTO,BURGLARY - VEHICLE,1900 ALLSTON WY,2019-08-29 21:40:00,37.868785,-122.272701,Thursday
19037865,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 MILVIA ST,2019-07-11 13:30:00,37.870603,-122.270612,Thursday
19054513,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 FULTON ST,2019-09-26 00:01:00,37.862334,-122.264828,Thursday
19091862,THEFT MISD. (UNDER $950),LARCENY,1900 FRANCISCO ST,2019-09-05 09:30:00,37.875113,-122.273413,Thursday
19092150,THEFT MISD. (UNDER $950),LARCENY,1900 SHATTUCK AV,2019-10-03 12:00:00,37.873687,-122.268616,Thursday
19091488,IDENTITY THEFT,FRAUD,1400 CAMPUS DR,2019-07-11 12:45:00,37.884022,-122.253252,Thursday
19064810,DISTURBANCE,DISORDERLY CONDUCT,BOLIVAR DRIVE &WEST BOLIVAR DR,2019-11-14 13:02:00,,,Thursday
19064900,GUN/WEAPON,WEAPONS OFFENSE,1600 62ND ST,2019-11-14 21:24:00,37.846404,-122.275263,Thursday
19092122,THEFT MISD. (UNDER $950),LARCENY,2000 DURANT AVE,2019-09-26 17:32:00,37.866426,-122.269762,Thursday
19040836,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 MCGEE AV,2019-07-18 15:00:00,37.87241,-122.277692,Thursday
19091472,THEFT MISD. (UNDER $950),LARCENY,2200 SHATTUCK AV,2019-07-25 08:15:00,37.869363,-122.268028,Thursday
19091729,BURGLARY AUTO,BURGLARY - VEHICLE,2000 OXFORD ST,2019-08-22 22:00:00,37.87227,-122.266144,Thursday
19092659,BURGLARY AUTO,BURGLARY - VEHICLE,UNIVERSITY AVE&MILVIA ST,2019-11-28 10:00:00,,,Thursday
19043803,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AV,2019-08-08 23:29:00,37.871167,-122.268285,Thursday
19052985,ROBBERY,ROBBERY,HEARST AVENUE &SACRAMENTO ST,2019-09-19 22:50:00,,,Thursday
19091724,THEFT MISD. (UNDER $950),LARCENY,2300 COLLEGE AV,2019-08-22 12:05:00,37.868957,-122.254552,Thursday
19091807,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 WOOLSEY ST,2019-08-29 21:45:00,37.854102,-122.251059,Thursday
19092031,THEFT MISD. (UNDER $950),LARCENY,2400 WARRING ST,2019-09-12 14:00:00,37.867708,-122.250801,Thursday
19092309,THEFT MISD. (UNDER $950),LARCENY,1300 HASKELL ST,2019-09-26 16:05:00,37.851107,-122.28324,Thursday
19057644,BURGLARY AUTO,BURGLARY - VEHICLE,522 SAN LUIS,2019-10-10 19:00:00,37.900631,-122.276539,Thursday
19063546,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ELLIS ST,2019-11-07 11:50:00,37.850367,-122.272807,Thursday
19091679,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,2019-08-15 15:29:00,37.869888,-122.300618,Thursday
19092182,BURGLARY AUTO,BURGLARY - VEHICLE,1500 SHATTUCK AV,2019-10-10 09:55:00,37.880227,-122.26936,Thursday
19070323,SEXUAL ASSAULT FEL.,SEX CRIME,1900 FRANCISCO ST,2019-12-12 09:54:00,37.875113,-122.273413,Thursday
19054550,GUN/WEAPON,WEAPONS OFFENSE,RUSSELL STREET & ACTON ST,2019-09-26 19:20:00,37.854517,-122.281755,Thursday
19092130,BURGLARY AUTO,BURGLARY - VEHICLE,2300 CEDAR ST,2019-10-03 16:10:00,37.879016,-122.264445,Thursday
19054570,BURGLARY AUTO,BURGLARY - VEHICLE,2100 MILVIA ST,2019-09-26 18:22:00,37.870603,-122.270612,Thursday
19040676,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 SHATTUCK AV,2019-07-25 00:00:00,37.876307,-122.268923,Thursday
19051441,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WAY,2019-09-12 18:00:00,37.867491,-122.254054,Thursday
19039234,MISSING ADULT,MISSING PERSON,1700 SHATTUCK AV,2019-07-18 15:30:00,37.876307,-122.268923,Thursday
19066264,NARCOTICS,DRUG VIOLATION,SHATTUCK AV & BERKELEY WY,2019-11-21 13:02:00,37.872989,-122.268532,Thursday
19035109,ROBBERY,ROBBERY,ADELINE STREET & ALCATRAZ AV,2019-06-27 19:45:00,37.848752,-122.271331,Thursday
19036330,THEFT MISD. (UNDER $950),LARCENY,2500 SAN PABLO AV,2019-07-04 14:15:00,37.861078,-122.289632,Thursday
19062069,ROBBERY,ROBBERY,SPRUCE STREET & EUNICE ST,2019-10-31 21:00:00,37.886086,-122.266573,Thursday
19048560,THEFT MISD. (UNDER $950),LARCENY,1800 EUCLID AV,2019-08-29 13:00:00,37.876045,-122.260336,Thursday
19091662,BURGLARY AUTO,BURGLARY - VEHICLE,700 ALLSTON WY,2019-08-15 06:30:00,37.864693,-122.299701,Thursday
19091747,BURGLARY AUTO,BURGLARY - VEHICLE,2000 KITTREDGE ST,2019-08-22 20:30:00,37.868204,-122.270054,Thursday
19091842,BURGLARY AUTO,BURGLARY - VEHICLE,2600 RIDGE RD,2019-08-29 21:00:00,37.876321,-122.258058,Thursday
19066339,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-11-21 16:50:00,37.863611,-122.317566,Thursday
19063464,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 PIEDMONT AV,2019-11-07 01:00:00,37.869839,-122.252365,Thursday
19091726,THEFT MISD. (UNDER $950),LARCENY,2700 REGENT ST,2019-08-22 20:40:00,37.861573,-122.257452,Thursday
19092189,BURGLARY AUTO,BURGLARY - VEHICLE,2700 HASTE ST,2019-10-10 23:00:00,37.866568,-122.254084,Thursday
19052250,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 DOHR ST,2019-09-12 08:00:00,37.857694,-122.281628,Thursday
19063511,ROBBERY,ROBBERY,PIEDMONT AV & GARBER ST,2019-11-07 21:50:00,37.860821,-122.251087,Thursday
19092332,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH AND BANCROFT WAY,2019-10-24 10:30:00,,,Thursday
19066447,BURGLARY AUTO,BURGLARY - VEHICLE,1600 CAPISTRANO AVE,2019-11-21 20:00:00,37.891807,-122.284792,Thursday
19034970,ROBBERY,ROBBERY,1900 FAIRVIEW ST,2019-06-27 05:40:00,37.850681,-122.270619,Thursday
19091483,BURGLARY AUTO,BURGLARY - VEHICLE,1900 ALLSTON WY,2019-07-25 19:30:00,37.868785,-122.272701,Thursday
19091292,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-06-27 09:30:00,37.865511,-122.309967,Thursday
19043677,VEHICLE RECOVERED,RECOVERED VEHICLE,3000 TELEGRAPH AV,2019-08-08 11:54:00,37.855435,-122.259841,Thursday
19057358,NARCOTICS,DRUG VIOLATION,2ND STREET & PAGE ST,2019-10-10 00:24:00,37.875531,-122.304855,Thursday
19061954,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AV,2019-10-31 15:20:00,37.864827,-122.258577,Thursday
19061760,FRAUD/FORGERY,FRAUD,1500 MILVIA ST,2019-10-03 00:00:00,37.879689,-122.271614,Thursday
19035000,THEFT MISD. (UNDER $950),LARCENY,1800 FOURTH ST,2019-06-27 10:00:00,37.869888,-122.300618,Thursday
19070440,MISSING ADULT,MISSING PERSON,2200 HEARST AV,2019-12-12 20:15:00,37.874182,-122.265937,Thursday
19039082,BRANDISHING,WEAPONS OFFENSE,1900 STUART ST,2019-07-18 02:57:00,37.857951,-122.271494,Thursday
19092180,BURGLARY AUTO,BURGLARY - VEHICLE,1400 SHATTUCK AV,2019-10-10 20:40:00,37.881957,-122.269551,Thursday
19048470,SEXUAL ASSAULT FEL.,SEX CRIME,2500 COLLEGE AV,2019-08-22 22:00:00,37.865711,-122.25389,Thursday
19092735,THEFT FELONY (OVER $950),LARCENY,3100 SAN PABLO AVE,2019-12-05 14:30:00,37.850675,-122.286265,Thursday
19069024,BURGLARY AUTO,BURGLARY - VEHICLE,1000 UNIVERSITY AV,2019-12-05 18:55:00,37.868641,-122.29415,Thursday
19048359,DISTURBANCE,DISORDERLY CONDUCT,2400 ASHBY AV,2019-08-29 10:00:00,37.856111,-122.260248,Thursday
19036267,ASSAULT/BATTERY MISD.,ASSAULT,1500 TYLER ST,2019-07-04 00:48:00,37.852422,-122.278571,Thursday
19048329,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 HOPKINS ST,2019-08-29 08:28:00,37.878239,-122.288374,Thursday
19092723,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WY,2019-12-05 09:20:00,37.872691,-122.270741,Thursday
19070354,DISTURBANCE,DISORDERLY CONDUCT,2500 HASTE ST,2019-12-12 12:02:00,37.866025,-122.258623,Thursday
19063506,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1700 VIRGINIA ST,2019-11-07 19:39:00,37.875426,-122.278057,Thursday
19064848,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,2019-11-14 13:40:00,37.868204,-122.270054,Thursday
19091317,THEFT MISD. (UNDER $950),LARCENY,1000 SIERRA ST,2019-07-04 23:00:00,37.888679,-122.280432,Thursday
19068960,BURGLARY AUTO,BURGLARY - VEHICLE,800 HILLCREST RD,2019-12-05 15:45:00,,,Thursday
19039190,DISTURBANCE,DISORDERLY CONDUCT,3000 TELEGRAPH AV,2019-07-18 16:25:00,37.855435,-122.259841,Thursday
19092749,THEFT MISD. (UNDER $950),LARCENY,2400 ASHBY AV,2019-12-05 12:20:00,37.856111,-122.260248,Thursday
19042187,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-08-01 17:52:00,37.865511,-122.309967,Thursday
19039232,NARCOTICS,DRUG VIOLATION,2100 MARTIN LUTHER KING JR WY,2019-07-18 20:07:00,37.869688,-122.272805,Thursday
19091487,THEFT MISD. (UNDER $950),LARCENY,1900 SHATTUCK AV,2019-07-25 18:00:00,37.873687,-122.268616,Thursday
19058982,ASSAULT/BATTERY MISD.,ASSAULT,1600 ALCATRAZ AV,2019-10-17 17:40:00,37.848152,-122.275807,Thursday
19051421,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 STANTON ST,2019-09-12 19:33:00,37.854891,-122.280148,Thursday
19092597,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-11-21 18:00:00,37.863611,-122.317566,Thursday
19060490,THEFT MISD. (UNDER $950),LARCENY,1800 UNIVERSITY AV,2019-10-24 17:30:00,37.871246,-122.274991,Thursday
19042137,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2400 ASHBY AV,2019-08-01 14:16:00,37.856111,-122.260248,Thursday
19092317,BURGLARY AUTO,BURGLARY - VEHICLE,1500 10TH ST,2019-10-17 17:20:00,37.876151,-122.295649,Thursday
19046769,ASSAULT/BATTERY MISD.,ASSAULT,1600 62ND ST,2019-08-22 15:06:00,37.846404,-122.275263,Thursday
17043531,SEXUAL ASSAULT FEL.,SEX CRIME,UNKNOWN,2019-07-18 00:00:00,,,Thursday
19046807,FRAUD/FORGERY,FRAUD,2900 9TH ST,2019-08-08 00:00:00,37.853638,-122.289588,Thursday
19070280,ASSAULT/BATTERY MISD.,ASSAULT,1600 2ND ST,2019-12-12 00:15:00,37.872599,-122.303889,Thursday
19036294,BURGLARY AUTO,BURGLARY - VEHICLE,2400 ASHBY AV,2019-07-04 07:07:00,37.856111,-122.260248,Thursday
19066203,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 BERKELEY WY,2019-11-21 08:23:00,37.87247,-122.273021,Thursday
19061306,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 MILVIA ST,2019-10-24 02:00:00,37.877951,-122.271395,Thursday
19091923,IDENTITY THEFT,FRAUD,2000 SIXTH ST,2019-08-29 10:00:00,37.867551,-122.297541,Thursday
19092166,BURGLARY AUTO,BURGLARY - VEHICLE,800 SAN LUIS RD,2019-10-10 00:01:00,37.894802,-122.271234,Thursday
19068903,DISTURBANCE,DISORDERLY CONDUCT,CHILTON ALLEY & BLAKE ST,2019-12-05 12:18:00,37.864126,-122.259106,Thursday
19035203,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3000 DANA ST,2019-06-27 12:00:00,37.855167,-122.258753,Thursday
19091299,VANDALISM,VANDALISM,1900 BERKELEY WY,2019-06-27 21:00:00,37.87247,-122.273021,Thursday
19092733,BURGLARY AUTO,BURGLARY - VEHICLE,DWIGHT WY & SAN PABLO AV,2019-12-05 18:10:00,37.861107,-122.289485,Thursday
19040650,DOMESTIC VIOLENCE,FAMILY OFFENSE,KING STREET & 62ND ST,2019-07-25 19:05:00,37.846694,-122.273191,Thursday
19092739,BURGLARY AUTO,BURGLARY - VEHICLE,2000 PARKER ST,2019-12-05 20:30:00,37.861843,-122.269644,Thursday
19042160,VANDALISM,VANDALISM,SACRAMENTO STREET & DELAWARE ST,2019-08-01 16:06:00,37.873055,-122.282337,Thursday
19062060,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 ASHBY AV,2019-10-31 22:10:00,37.856111,-122.260248,Thursday
19092137,THEFT MISD. (UNDER $950),LARCENY,1700 HIGHLAND PL,2019-10-03 18:40:00,37.877482,-122.256109,Thursday
19059136,THEFT MISD. (UNDER $950),LARCENY,2900 COLLEGE AV,2019-10-17 16:35:00,37.858356,-122.253179,Thursday
19035095,BURGLARY AUTO,BURGLARY - VEHICLE,2600 BANCROFT WAY,2019-06-27 18:30:00,37.869031,-122.256611,Thursday
19068843,BURGLARY AUTO,BURGLARY - VEHICLE,2700 SAN PABLO AV,2019-12-05 06:55:00,37.857714,-122.288536,Thursday
19070425,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVE,2019-12-12 18:00:00,,,Thursday
19038217,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2700 GRANT ST,2019-07-11 15:00:00,37.85931,-122.273495,Thursday
19052976,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-09-19 19:30:00,37.863611,-122.317566,Thursday
19092520,BURGLARY AUTO,BURGLARY - VEHICLE,1700 UNIVERSITY AV,2019-11-14 22:00:00,37.870948,-122.27733,Thursday
19068861,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 PIEDMONT AVE,2019-12-05 07:00:00,37.865868,-122.251595,Thursday
19060496,ASSAULT/BATTERY MISD.,ASSAULT,5TH STREET & BANCROFT WY,2019-10-24 18:10:00,37.86328,-122.297383,Thursday
19064729,NARCOTICS,DRUG VIOLATION,SHATTUCK AV & KITTREDGE ST,2019-11-14 02:59:00,37.868489,-122.26795,Thursday
19037761,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1000 ASHBY AV,2019-07-11 20:00:00,37.851653,-122.289194,Thursday
19048817,BURGLARY AUTO,BURGLARY - VEHICLE,800 GRIZZLY PEAK BLVD,2019-08-29 00:00:00,37.898168,-122.262253,Thursday
19091422,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BL,2019-07-18 00:01:00,37.868667,-122.313656,Thursday
19048295,BURGLARY AUTO,BURGLARY - VEHICLE,2500 DURANT AV,2019-08-29 00:10:00,37.867852,-122.258699,Thursday
19092596,BURGLARY AUTO,BURGLARY - VEHICLE,DWIGHT WAY AND HILLSIDE AVE,2019-11-21 15:30:00,37.866067,-122.248411,Thursday
19053034,BURGLARY AUTO,BURGLARY - VEHICLE,1600 CORNELL AV,2019-09-19 22:30:00,37.87551,-122.291424,Thursday
19059461,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1400 SAN PABLO AV,2019-10-17 16:00:00,37.878722,-122.295312,Thursday
19065226,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1000 GRIZZLY PEAK BLVD,2019-10-24 06:00:00,37.894709,-122.259491,Thursday
19092501,BURGLARY AUTO,BURGLARY - VEHICLE,2100 BERKELEY WY,2019-10-10 20:30:00,37.873202,-122.267443,Thursday
19055967,ASSAULT/BATTERY MISD.,ASSAULT,2300 SHATTUCK AV,2019-10-03 11:24:00,37.867176,-122.267802,Thursday
19067806,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 PARKER ST,2019-11-28 04:10:00,37.862169,-122.267084,Thursday
19037805,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 GRIZZLY PEAK BL,2019-07-11 17:00:00,37.884902,-122.24847,Thursday
19092117,THEFT FELONY (OVER $950),LARCENY,3000 WHEELER ST,2019-10-03 19:15:00,37.855389,-122.264552,Thursday
19092140,BURGLARY AUTO,BURGLARY - VEHICLE,2900 MAGNOLIA ST,2019-10-03 20:00:00,37.857825,-122.249088,Thursday
19067726,IDENTITY THEFT,FRAUD,8TH STREET & BATAAN AV,2019-11-28 21:57:00,37.875118,-122.297692,Thursday
19058505,THEFT MISD. (UNDER $950),LARCENY,100 UNIVERSITY AV,2019-10-10 18:00:00,37.86331,-122.316113,Thursday
19048571,THEFT MISD. (UNDER $950),LARCENY,1800 SOLANO AV,2019-08-29 20:00:00,37.891332,-122.279975,Thursday
19092450,BURGLARY AUTO,BURGLARY - VEHICLE,2100 4TH ST,2019-11-07 08:00:00,37.866253,-122.299483,Thursday
19034963,DISTURBANCE,DISORDERLY CONDUCT,200 UNIVERSITY AV,2019-06-27 01:44:00,37.865511,-122.309967,Thursday
19060505,BRANDISHING,WEAPONS OFFENSE,ADDISON STREET & ACTON ST,2019-10-24 18:40:00,37.869167,-122.284138,Thursday
19046847,VANDALISM,VANDALISM,MARTIN LUTHER KING JR &ADELINE ST,2019-08-22 20:35:00,,,Thursday
